hospital,emergency_cases,avg_stay,avg_cost
Cook-Hammond,1,19.0,47801.00
"and Martinez, Davis Luna",1,27.0,38250.00
Anderson-Collins,1,30.0,40056.00
"Martin, and Jacobs Roman",1,10.0,48421.00
George-Lee,1,18.0,34436.00
"Chan Sanchez and Hodge,",1,29.0,35883.00
Simpson-Reynolds,1,2.0,46603.00
Brennan-Warren,1,22.0,12911.00
"Fitzpatrick Bishop Ellis, and",1,15.0,16323.00
"Montgomery Rangel, Simpson and",1,7.0,23399.00
"Lopez and Jones, Byrd",1,21.0,19895.00
"Group Park",1,12.0,13926.00
Hernandez-Stewart,1,30.0,37545.00
"Group Berry",1,18.0,31081.00
Campbell-Bird,1,16.0,30903.00
Reilly-Clark,1,17.0,12979.00
Garcia-Mack,1,29.0,45040.00
Rodriguez-Brown,1,16.0,44248.00
"Mcneil Inc",1,6.0,26619.00
"Ltd Rhodes",1,27.0,22779.00
"Martin and Kelly Winters,",1,25.0,26760.00
"Edwards Spencer, Rodriguez and",1,11.0,51019.00
Wilson-Taylor,1,23.0,34875.00
Chapman-Hale,1,25.0,38128.00
"Pruitt Hanson and Becker,",1,23.0,47611.00
"Fischer and Davila, Thomas",1,8.0,41595.00
"PLC Jefferson",1,1.0,30954.00
"and Rodriguez Smith, Williams",1,23.0,20122.00
Huynh-Edwards,1,17.0,16485.00
Patterson-Hopkins,1,30.0,17060.00
"and Myers Crawford Scott,",1,26.0,22683.00
"and Fernandez, Ferguson Bird",1,7.0,29743.00
Owens-Collins,1,18.0,44017.00
Underwood-Pierce,1,12.0,33831.00
"Cooper, and Hall Smith",1,23.0,6639.00
"Tate and Dunn, Davis",1,21.0,30649.00
"Martin Davidson, and Olson",1,25.0,42817.00
"Martinez, Cooper and Taylor",1,9.0,18233.00
"Fuller Inc",1,15.0,20253.00
Hernandez-Jones,1,12.0,4859.00
"Keller, Johnston Glover and",1,22.0,38461.00
Lindsey-Sanchez,1,21.0,36123.00
"Krause Ltd",1,19.0,34876.00
"Underwood LLC",1,29.0,24497.00
Smith-Christensen,1,24.0,22705.00
"PLC Pierce",1,21.0,26144.00
"and Parker Mccann Jackson,",1,9.0,16997.00
"and Gray Sons",1,27.0,47095.00
"Shaffer Inc",1,6.0,42960.00
"Johnson Bailey, and Abbott",1,24.0,4624.00
Fitzpatrick-Gentry,1,28.0,30515.00
Griffin-Patterson,1,1.0,29944.00
"PLC Moss",1,17.0,27770.00
"Fowler, Taylor and Hamilton",1,10.0,7164.00
"Carter and Ingram, Phelps",1,10.0,11447.00
Miller-Lee,1,1.0,31095.00
Parsons-Morales,1,18.0,34896.00
Webb-Brown,1,23.0,33542.00
"Hernandez and Reid Edwards,",1,6.0,14877.00
Roach-Zamora,1,10.0,47805.00
"PLC Woodard",1,25.0,38331.00
"Bishop and Sons",1,4.0,4628.00
"Sanchez and Sons",1,16.0,14728.00
Adams-Reynolds,1,4.0,31592.00
"LLC York",1,10.0,16052.00
Patterson-Brown,1,29.0,5880.00
"Smith, and Osborn Savage",1,21.0,19634.00
"Meadows, and Johnson Peters",1,22.0,33033.00
Stein-Anderson,1,30.0,39707.00
"Rojas, Gutierrez Vazquez and",1,6.0,30441.00
"Brewer and Santiago Gordon,",1,1.0,10561.00
"and Molina Cameron Evans,",1,26.0,5735.00
"Simon, Case and Austin",1,12.0,28508.00
Orr-Carr,1,20.0,19964.00
Cannon-Roberts,1,23.0,7988.00
"Green, Boyle Martinez and",1,20.0,35337.00
"Spencer Sons and",1,9.0,48917.00
"Smith, Lopez Anderson and",1,13.0,20656.00
James-Horne,1,10.0,12333.00
Clark-Castillo,1,11.0,18828.00
"Sons Coleman and",1,15.0,30464.00
Stevens-Brewer,1,20.0,13504.00
"and Jones Rose, Reynolds",1,6.0,17675.00
Callahan-Jones,1,26.0,17338.00
Green-Soto,1,22.0,33086.00
"and Wright, Jenkins Norton",1,16.0,45452.00
Jones-Green,1,5.0,4632.00
Kaufman-Bass,1,22.0,49875.00
Stewart-Clark,1,9.0,44378.00
"and Brown Moss Cannon,",1,13.0,2919.00
Perry-Nelson,1,27.0,31470.00
"LLC Ball",1,5.0,4648.00
"Green Sons and",1,27.0,2661.00
"Norman Wilcox and Hughes,",1,18.0,36750.00
"Anderson, Walker and Rubio",1,11.0,17540.00
"Park and Sons",1,2.0,19408.00
"Whitney and Duncan, Saunders",1,17.0,30677.00
Parker-Decker,1,11.0,41801.00
Davis-Ibarra,1,14.0,43988.00
"and Green Burnett, Marquez",1,14.0,32452.00
"PLC Vance",1,14.0,36337.00
"and Sons Hutchinson",1,4.0,37618.00
"Ewing and Stanley Flynn,",1,17.0,3405.00
"Hurley Sullivan, Sutton and",1,8.0,16780.00
Johnson-Warner,1,4.0,47740.00
"Combs and Perkins, Jimenez",1,9.0,31584.00
"Johnson Simmons, and Garrison",1,10.0,32755.00
Kelly-Oneill,1,4.0,11227.00
Rivera-Baker,1,29.0,8641.00
"Adams, Bowers Escobar and",1,26.0,49192.00
"Ramirez Clay and Jones,",1,29.0,23746.00
"Bautista, Hernandez and Smith",1,14.0,16010.00
"Herring Walker, Richards and",1,30.0,20579.00
Spencer-Carey,1,30.0,42932.00
"Gray, and Jones Cox",1,23.0,41706.00
"Boyd, May and King",1,29.0,45659.00
"Sons and Shaw",1,9.0,44917.00
"and Meyer Lewis Davis,",1,28.0,15308.00
Thompson-Adams,1,23.0,30732.00
"Proctor Ltd",1,2.0,50652.00
"Harper PLC",1,17.0,38095.00
"Thomas Anderson and Blackwell,",1,24.0,30213.00
"Ellis PLC",1,20.0,35147.00
Smith-Oliver,1,24.0,40792.00
"Drake, Bowen Vega and",1,21.0,45790.00
"Nixon and Martinez, Thomas",1,15.0,5969.00
"Robinson PLC",1,28.0,25783.00
"Cooper, and Smith Sparks",1,21.0,26795.00
Thomas-Long,1,3.0,15755.00
"Group Gibson",1,13.0,20632.00
"Henry Henderson, and Beasley",1,5.0,34269.00
"PLC Mercer",1,11.0,49343.00
"Inc Duarte",1,13.0,39943.00
Osborn-Long,1,12.0,38657.00
"Mitchell and Harris, Compton",1,7.0,35802.00
Castillo-Rogers,1,28.0,11421.00
Robbins-Castro,1,28.0,28514.00
"Kaiser Inc",1,21.0,43066.00
Moore-Harrell,1,9.0,41168.00
"and Garner, Thomas Hartman",1,5.0,38459.00
Dixon-Richardson,1,5.0,17181.00
"Perez Woodward, Jones and",1,21.0,18940.00
Marsh-Sutton,1,28.0,18566.00
"Taylor Holden and Benitez,",1,13.0,43627.00
"Valentine, and Smith Holt",1,6.0,13003.00
"Jarvis LLC",1,1.0,17148.00
Blanchard-Strickland,1,14.0,33101.00
Flores-Davis,1,10.0,33345.00
"Davidson Smith and Wright,",1,2.0,4716.00
Floyd-Wright,1,18.0,2267.00
"Weaver, Fry and Fleming",1,2.0,33993.00
"and Smith, Sanders Walker",1,26.0,28169.00
Obrien-Noble,1,13.0,41010.00
"and Franklin Smith Hayes,",1,10.0,27724.00
Garcia-Collins,1,14.0,24474.00
Cook-Suarez,1,24.0,22999.00
"Hunter and Martin Perkins,",1,24.0,38351.00
"Deleon, and Estes Chavez",1,3.0,15374.00
"Ltd Wilkerson",1,21.0,46407.00
"Barnes and Hopkins Huynh,",1,26.0,6370.00
Rocha-Campbell,1,22.0,10514.00
Booker-Ayala,1,24.0,8677.00
"LLC Hodges",1,10.0,18314.00
Lozano-Pearson,1,22.0,39658.00
"and Johns, Reyes Esparza",1,12.0,16324.00
"Meadows Ltd",1,21.0,35330.00
Clark-Garcia,1,22.0,28468.00
Campbell-Hughes,1,18.0,48033.00
Roth-Collins,1,4.0,42749.00
Hudson-Barnes,1,5.0,15575.00
"Ltd Oconnor",1,19.0,48610.00
Johnson-Burns,1,29.0,36598.00
Estrada-Butler,1,29.0,10347.00
"Bass, Martinez and Carpenter",1,16.0,5410.00
"Petty Parker, and Case",1,5.0,14030.00
Medina-Cardenas,1,5.0,24212.00
Simpson-Alvarez,1,1.0,40412.00
Bailey-Wallace,1,28.0,3708.00
"Smith and Johnson, Singh",1,22.0,24674.00
Munoz-Hernandez,1,13.0,2265.00
"Baker Bautista and Benitez,",1,20.0,36160.00
"Cabrera King, Henderson and",1,14.0,39893.00
"and Sons Dyer",1,2.0,37438.00
"Scott Lang Riley, and",1,9.0,10081.00
"Sons Mccoy and",1,1.0,26469.00
"and Schroeder, Hill Erickson",1,18.0,38539.00
Boyer-Calderon,1,9.0,12508.00
Ellis-Higgins,1,4.0,12358.00
Barrett-Stark,1,25.0,10358.00
"and Payne Coleman Fox,",1,7.0,39913.00
Lamb-Mcneil,1,3.0,47099.00
"Mullins Wallace, and Hill",1,2.0,14958.00
"Rodriguez and Brown, Williams",1,28.0,33667.00
"PLC Floyd",1,22.0,1419.00
Taylor-Burton,1,21.0,43472.00
Anderson-Hoover,1,25.0,35878.00
Figueroa-Bush,1,27.0,8376.00
"Sons and Vargas",1,2.0,27935.00
"Anderson Solis, Spencer and",1,5.0,2200.00
"Blake Banks and Saunders,",1,20.0,48812.00
"Patterson and Diaz, Smith",1,5.0,41201.00
"and Cox, Ortiz Savage",1,6.0,38598.00
Delacruz-Perkins,1,9.0,46426.00
Reed-Schmidt,1,27.0,15091.00
"Harris, Terry Hicks and",1,22.0,16935.00
Douglas-Walter,1,3.0,31339.00
"Williams and Sons",1,17.0,6896.00
"Morse Summers, and Wilson",1,29.0,46542.00
"Jones and Barron Mcpherson,",1,16.0,45651.00
"White Buck Johnson, and",1,9.0,40589.00
May-Allen,1,10.0,45700.00
Owens-Stafford,1,28.0,27626.00
"LLC Ho",1,1.0,37493.00
"Hall and West Rosario,",1,28.0,11059.00
"Gentry and Sons",1,24.0,6165.00
"Group Powell",1,26.0,44524.00
"Perez Williams and Dalton,",1,29.0,34636.00
"Smith Shields, and Clayton",1,16.0,2038.00
"Price and Bennett White,",1,13.0,5025.00
Gonzales-Hernandez,1,22.0,35852.00
Moore-Cook,1,27.0,40113.00
"Campbell, Hall Bennett and",1,7.0,16234.00
Green-Garcia,1,24.0,28735.00
Spears-Nguyen,1,9.0,40924.00
"Lin, and Hayes Bowman",1,15.0,9217.00
Stanley-Farmer,1,26.0,3915.00
"Bailey and Meza Davis,",1,19.0,18528.00
Tanner-Mendoza,1,27.0,23974.00
"Howe, and Watson Wilson",1,1.0,10752.00
"Garcia and Johnson Maxwell,",1,24.0,43596.00
Andrews-Jackson,1,14.0,33141.00
Griffin-Dodson,1,28.0,34483.00
"Jennings and Peterson Pace,",1,16.0,44897.00
"Smith Baxter, Ayala and",1,12.0,552.00
"Reynolds and Ewing, Jones",1,26.0,37457.00
Thomas-Goodwin,1,12.0,49268.00
Bartlett-Logan,1,7.0,20184.00
Nelson-Patel,1,29.0,15928.00
Watts-Smith,1,5.0,39084.00
"and Lucero Wang Graves,",1,30.0,47002.00
"Sweeney, and Martin Meza",1,20.0,24873.00
"Meza, Smith and Gardner",1,17.0,36284.00
Briggs-Wyatt,1,7.0,3537.00
Sharp-Lee,1,6.0,33542.00
Wagner-Mason,1,29.0,41273.00
"Johnson, Allen and Golden",1,5.0,1781.00
"and Wright, Johnson Williams",1,5.0,29775.00
Parks-Stone,1,2.0,40963.00
Whitehead-Munoz,1,12.0,27384.00
"Group Edwards",1,28.0,24869.00
"Arnold Graham, and Barnes",1,18.0,48921.00
Reed-Black,1,24.0,17869.00
Gutierrez-Gonzalez,1,29.0,30056.00
Bass-Black,1,2.0,33652.00
"Huerta Group",1,12.0,7193.00
"Dawson and Huber, Miller",1,23.0,11997.00
Hernandez-Holland,1,7.0,38069.00
Murphy-Gray,1,3.0,21341.00
"Arnold Inc",1,21.0,41054.00
"and Francis Weaver, Brown",1,3.0,47341.00
"Day Inc",1,5.0,40325.00
"PLC Meyer",1,13.0,3734.00
"Turner Ltd",1,20.0,13202.00
"King Adams Morgan, and",1,15.0,22710.00
"and Mahoney Watts, Ellis",1,8.0,5463.00
"Harrell Miller, Marquez and",1,4.0,33726.00
"Brown, Thomas Franco and",1,17.0,21811.00
Cameron-Le,1,5.0,37252.00
Franco-Martinez,1,30.0,29494.00
Whitney-Duarte,1,27.0,23607.00
Estrada-Simmons,1,6.0,18018.00
Parker-Brown,1,5.0,18282.00
Coleman-Rodriguez,1,10.0,44895.00
"Pratt Group",1,12.0,6910.00
"Wolf Ltd",1,24.0,37961.00
"and Ellis Chandler, Carter",1,20.0,49346.00
"Inc Young",1,15.0,2508.00
Moore-Orr,1,14.0,27480.00
Clark-Howard,1,30.0,44983.00
Goodwin-Gutierrez,1,20.0,5937.00
"LLC Mccullough",1,16.0,50074.00
Holmes-Rodriguez,1,22.0,28597.00
"Jones Wyatt, and Flores",1,12.0,33060.00
Frost-Beltran,1,27.0,23164.00
"Campbell Fernandez and Castro,",1,4.0,36085.00
Gonzales-Wright,1,3.0,9140.00
"Lee, Wu Mercado and",1,12.0,36282.00
Boyd-Forbes,1,6.0,35544.00
"Miller and Huang Stevenson,",1,21.0,35799.00
Schultz-Anderson,1,3.0,40392.00
Hudson-Ayala,1,8.0,33973.00
Bradley-Shepherd,1,2.0,38817.00
"Terry Carter Davis, and",1,5.0,3605.00
"Group Singh",1,27.0,7707.00
"Wagner, and Mccullough Martin",1,25.0,27554.00
Hill-Thomas,1,13.0,4057.00
"Wilcox Garcia Coleman, and",1,3.0,45626.00
Leon-Bradley,1,13.0,46205.00
"Kemp Inc",1,30.0,11806.00
"Ellis and Prince Patton,",1,6.0,5366.00
Duffy-Blake,1,4.0,24158.00
"Munoz Kirby, Davis and",1,29.0,42248.00
"Perez, and Curtis Short",1,27.0,8669.00
Cole-Reyes,1,23.0,28297.00
"Salinas Gould Brown, and",1,18.0,24492.00
Lee-Anderson,1,13.0,28082.00
"and Smith Escobar Brennan,",1,27.0,3791.00
"Williams and Davis Spears,",1,27.0,24987.00
Brown-Hicks,1,10.0,15937.00
"Mooney, Watson Huff and",1,29.0,41106.00
Wiggins-Williams,1,5.0,5886.00
Thomas-Thomas,1,16.0,23004.00
Williams-Fritz,1,16.0,15504.00
"PLC Mason",1,18.0,31517.00
Chandler-Carey,1,3.0,20078.00
Jacobs-Brown,1,26.0,4361.00
"Inc Villanueva",1,5.0,11077.00
"Inc Beltran",1,26.0,24416.00
Esparza-Ruiz,1,23.0,29021.00
Soto-Anderson,1,26.0,31578.00
Larson-Day,1,9.0,13457.00
"and Tyler Nelson, Rodriguez",1,1.0,7086.00
Wheeler-Krause,1,5.0,4645.00
"and Brown Fields Fisher,",1,12.0,9496.00
"and Sons Young",1,7.0,23107.00
"and Kennedy Montgomery Horne,",1,2.0,4720.00
Freeman-Bray,1,9.0,42475.00
Craig-Smith,1,25.0,35507.00
"Hogan PLC",1,8.0,34936.00
"Group Mcintosh",1,22.0,27330.00
"Logan Dixon, and Grant",1,13.0,45213.00
"Parker, Allen and Perez",1,26.0,29416.00
Cole-Ortiz,1,4.0,41253.00
Rogers-Bryant,1,10.0,4876.00
Perez-Camacho,1,11.0,32540.00
"Miller, and Cruz Tran",1,26.0,37992.00
"Horton Ltd",1,23.0,19062.00
"Goodman Thomas, and Peters",1,30.0,1592.00
Walker-Aguilar,1,13.0,847.00
Santos-Reed,1,21.0,46579.00
Flores-Garcia,1,3.0,29859.00
"Sharp Lopez Brown, and",1,21.0,35849.00
"and Davenport, Olsen Flores",1,14.0,38446.00
West-Cooper,1,22.0,3906.00
Cole-Burke,1,6.0,2873.00
Brady-Ryan,1,19.0,15892.00
"Sons Valdez and",1,18.0,7991.00
Lane-Duncan,1,30.0,43325.00
Barker-Adams,1,1.0,24838.00
Sanders-Morrow,1,7.0,3486.00
Robles-Davies,1,25.0,38620.00
"Ramos and Brown Glover,",1,20.0,19911.00
"and White Rowe Gray,",1,11.0,9446.00
"Lopez and Harmon Mcdaniel,",1,23.0,29465.00
"and Rodriguez Ibarra Carroll,",1,27.0,19694.00
Smith-Roy,1,4.0,32180.00
"Buck, Martinez Smith and",1,29.0,20440.00
"Jennings Group",1,13.0,11059.00
"Inc Newman",1,20.0,24423.00
Rodriguez-Allen,1,13.0,44815.00
"Arellano and Martinez Casey,",1,10.0,24919.00
"Walters Washington Morris, and",1,6.0,13782.00
"Collier Inc",1,5.0,5663.00
Petty-Medina,1,2.0,36344.00
"Inc Meyers",1,16.0,45133.00
Garcia-Palmer,1,4.0,50840.00
"and Whitaker Howe, Thomas",1,4.0,14848.00
"Adams and Delgado Newman,",1,16.0,27764.00
"PLC Parrish",1,20.0,20442.00
Taylor-Ortiz,1,7.0,48102.00
Schmidt-Arias,1,22.0,10576.00
"Ayala and Cruz, Wall",1,4.0,18243.00
"Scott Group",1,9.0,234.00
"Sons and Stevenson",1,23.0,28826.00
"Johnson and Ford, Henderson",1,9.0,4305.00
Thomas-Holder,1,1.0,41377.00
Hayes-Harris,1,22.0,7020.00
Kline-Cooper,1,30.0,9035.00
"Mann Allen, and Tucker",1,18.0,35189.00
"Meyer Hunter, Sanchez and",1,15.0,19572.00
Brooks-Cardenas,1,1.0,35981.00
"Diaz PLC",1,29.0,22921.00
Schwartz-Wall,1,16.0,49319.00
"Henderson and White, Hawkins",1,7.0,42309.00
"Lynn Simmons, Rodriguez and",1,13.0,43845.00
"Lara Burgess and Bray,",1,5.0,47607.00
"Ponce Inc",1,3.0,25322.00
"Baxter Inc",1,5.0,14063.00
"and Garcia Thomas, Smith",1,10.0,8639.00
"PLC Mahoney",1,26.0,43948.00
"Powers White and Ward,",1,11.0,26725.00
"and Gonzalez Davis Carroll,",1,16.0,21060.00
"Group Cline",1,14.0,48212.00
"Inc Mooney",1,29.0,35200.00
Richardson-Dean,1,2.0,42285.00
"and Hamilton Wallace, Kim",1,10.0,38949.00
Chase-Vance,1,18.0,36036.00
"Inc Price",1,28.0,34015.00
"Brown Bartlett Lowery, and",1,6.0,12991.00
George-Brown,1,2.0,32249.00
"Ltd Lindsey",1,24.0,17850.00
"Davis and Roberts Jensen,",1,8.0,15271.00
"Solis Armstrong, Garrison and",1,26.0,38213.00
"Johnson, Valenzuela and Wood",1,12.0,42556.00
"Hurst and Schwartz Smith,",1,17.0,46747.00
"and Robinson Roth Evans,",1,7.0,23867.00
Humphrey-Davis,1,18.0,37301.00
"Everett and Morrison, Mccormick",1,1.0,19713.00
Bernard-Flores,1,22.0,38282.00
Snyder-Mcfarland,1,3.0,8486.00
"and Stephens Guzman, Petersen",1,13.0,47969.00
Andrews-Andersen,1,7.0,12177.00
"Sharp Callahan and Ford,",1,13.0,4211.00
Garcia-Nixon,1,11.0,8879.00
Parsons-Cole,1,12.0,38049.00
"Alexander Inc",1,7.0,12221.00
Mcdonald-Davis,1,4.0,32523.00
Allen-Powers,1,22.0,25940.00
"and Flores Chambers, Ward",1,23.0,46151.00
"Murphy, and Campbell Simpson",1,16.0,26899.00
"LLC Bridges",1,14.0,8846.00
Mcguire-Livingston,1,15.0,39591.00
"Ward and Riley Ramsey,",1,26.0,31814.00
Alexander-Snyder,1,4.0,26223.00
Hughes-Jones,1,17.0,40848.00
"and Lewis Hernandez, Harrison",1,22.0,2461.00
Rodriguez-Kim,1,30.0,43436.00
"Gonzalez, Lambert Anderson and",1,9.0,4677.00
"and Cooper Miller, Moreno",1,27.0,44803.00
"Valenzuela Group",1,30.0,2806.00
"Dixon, Larson and Evans",1,18.0,24307.00
"Green Cooley, and Brown",1,6.0,8073.00
"Wolf and Sons",1,20.0,16548.00
Harrington-Schultz,1,19.0,32079.00
Anderson-Jefferson,1,13.0,5388.00
"PLC Soto",1,26.0,4533.00
"LLC Phelps",1,19.0,31776.00
Perkins-Holmes,1,29.0,23182.00
"Wilkerson LLC",1,21.0,8941.00
"Wallace Clark Hernandez, and",1,8.0,21917.00
"Mcdonald King Blackburn, and",1,3.0,27067.00
"Kelly, and Smith Eaton",1,7.0,16219.00
"Wheeler and Olson White,",1,27.0,9345.00
"Sanchez Kemp, Rivera and",1,21.0,10643.00
Freeman-Carlson,1,23.0,37155.00
"Collins Martin Pearson, and",1,27.0,4753.00
Jones-Taylor,1,15.0,32405.00
Ramos-Hunt,1,16.0,45826.00
"Bright Anderson, Jacobs and",1,23.0,19571.00
"PLC Mitchell",1,26.0,7017.00
Wyatt-Sanders,1,10.0,33939.00
"Escobar Barajas and Murphy,",1,15.0,14511.00
Richards-Mckee,1,19.0,30623.00
"Harris, and Allen Silva",1,5.0,20658.00
"Carter Hill Russell, and",1,28.0,4859.00
Davis-Riley,1,2.0,13121.00
"Patel Ltd",1,24.0,6398.00
"Figueroa Taylor, and Velasquez",1,28.0,5557.00
"Norton and Cantu Summers,",1,24.0,44757.00
"Mcfarland Hays and Delacruz,",1,3.0,17061.00
Johnson-Gates,1,22.0,34409.00
Horton-Brewer,1,27.0,7775.00
Reese-Orozco,1,30.0,47286.00
"Rice Martin Dominguez, and",1,9.0,34014.00
Patrick-Vaughn,1,1.0,36488.00
"Pena, Rich Taylor and",1,2.0,3463.00
"and Sharp, Boyle Oconnell",1,16.0,19207.00
Mcmillan-Dean,1,16.0,33036.00
Hoffman-Jacobs,1,21.0,2326.00
"Hodges PLC",1,9.0,6338.00
"Bailey and Ortiz, Garcia",1,25.0,5221.00
"Jenkins, Lewis and Brown",1,21.0,22088.00
Fitzgerald-Paul,1,26.0,18840.00
"Cox and Schwartz Stewart,",1,22.0,6029.00
"Martin Pitts, Henderson and",1,19.0,10650.00
"LLC Walker",1,9.0,32663.00
"Dickerson and Glover Anderson,",1,24.0,10122.00
"Robinson Graves and Miller,",1,24.0,36082.00
"Arroyo Park, and Richards",1,23.0,19573.00
"and Wallace Cummings, Byrd",1,5.0,19553.00
"PLC Campbell",1,2.0,20079.00
"Inc Barrett",1,22.0,17822.00
Lee-Weiss,1,5.0,46491.00
Summers-Johnson,1,16.0,31811.00
Stevens-Bailey,1,26.0,33941.00
Nelson-Gutierrez,1,4.0,27647.00
Perkins-Kennedy,1,18.0,11602.00
"LLC Ferguson",1,12.0,15231.00
"Farrell, Grant Tran and",1,20.0,19613.00
"Johnson, and Ray Lopez",1,27.0,8790.00
"Long and Johnson Chen,",1,22.0,46011.00
Bauer-Cunningham,1,6.0,41973.00
"Campbell Gray Friedman, and",1,18.0,41604.00
"Lopez and Sheppard, Valencia",1,8.0,35843.00
"Farley Payne and Walker,",1,10.0,18557.00
"Eaton Harper Clark, and",1,14.0,3310.00
Ashley-Medina,1,24.0,4342.00
Blackburn-Norman,1,8.0,7599.00
"PLC Stokes",1,20.0,16832.00
Hernandez-Hamilton,1,1.0,44170.00
"Rangel and Santos, Wood",1,29.0,45700.00
"Adams Patterson, Lawrence and",1,9.0,37038.00
Palmer-Valencia,1,3.0,36550.00
Zimmerman-Carson,1,27.0,4272.00
Frank-Jackson,1,3.0,10642.00
"Short and Sons",1,25.0,39526.00
Arnold-Baker,1,2.0,30926.00
"Gutierrez Valentine, and Harmon",1,17.0,30668.00
"Roberson LLC",1,27.0,23923.00
Galvan-Ballard,1,4.0,23733.00
"Ruiz Taylor and Harris,",1,30.0,5518.00
"Branch Ltd",1,30.0,20337.00
"Adams, Ross Edwards and",1,3.0,35301.00
"Baldwin LLC",1,9.0,18773.00
Salinas-Hart,1,24.0,16586.00
"Kennedy Inc",1,28.0,22000.00
Allen-Wilson,1,23.0,38052.00
Greer-Williams,1,3.0,830.00
"Blake, and Dunn Garrett",1,17.0,35675.00
"LLC Colon",1,8.0,34888.00
"Ltd Pace",1,21.0,23131.00
"Group Santos",1,2.0,3880.00
"Hart Rogers Myers, and",1,22.0,25089.00
"Gilbert Allen, Stone and",1,14.0,11829.00
Collins-Bailey,1,6.0,37991.00
"Jordan Craig Miller, and",1,23.0,29230.00
"Martinez, Weaver Sullivan and",1,12.0,45646.00
"Young, Sharp and Holmes",1,3.0,28464.00
"Strickland and Nolan Guerra,",1,24.0,28078.00
"Johnson Beck Johnson, and",1,19.0,29368.00
Aguilar-Scott,1,17.0,24198.00
Hill-Schneider,1,2.0,26552.00
"Martin Ltd",1,1.0,34803.00
"Cole Shaw Simmons, and",1,5.0,20016.00
"Kim Coleman and Cohen,",1,9.0,33767.00
Hogan-Sanders,1,17.0,38850.00
"and Mendez Sons",1,23.0,2229.00
"Lopez Walls, Parker and",1,10.0,47087.00
Powers-Chapman,1,25.0,36904.00
Maldonado-Hill,1,18.0,44082.00
"Gaines Williams and Scott,",1,24.0,10246.00
Hall-Curry,1,29.0,21094.00
"Ltd Page",1,2.0,40736.00
"Harris and Sons",1,21.0,10248.00
Reynolds-Scott,1,1.0,42896.00
"Schwartz, Gray and Bryant",1,25.0,41064.00
"Gomez, Duncan and Chavez",1,25.0,2454.00
Kim-Johnson,1,19.0,10239.00
"and Lynch Dean Young,",1,30.0,34191.00
"Group Moore",1,30.0,48956.00
"LLC Mcconnell",1,10.0,29837.00
"Martinez, Foley Miller and",1,3.0,678.00
"Ltd Mathis",1,21.0,29352.00
Schaefer-Robinson,1,6.0,29638.00
Harrison-Melendez,1,9.0,34468.00
"Inc Reid",1,2.0,40116.00
Vaughn-Allen,1,19.0,37531.00
"and Carter Collier, Martinez",1,14.0,20965.00
"Stewart Murray, and Sawyer",1,1.0,9641.00
"PLC Edwards",1,7.0,4047.00
"Parker and Sons",1,15.0,40851.00
"Holmes and Hall Mcintyre,",1,25.0,23723.00
"Moore and Quinn Cooper,",1,18.0,32144.00
"and Potter Miller Daniel,",1,30.0,21650.00
"Peters Robinson Thomas, and",1,4.0,13266.00
"Pierce Rice, Torres and",1,22.0,31699.00
Jordan-Franklin,1,11.0,38008.00
Daniel-Mccarthy,1,13.0,7196.00
Donaldson-Collins,1,27.0,17702.00
"Arroyo, Henry and Michael",1,29.0,46409.00
"and Thomas Palmer Cooke,",1,10.0,36066.00
Gamble-Sanders,1,14.0,26965.00
"Conway Reese Campbell, and",1,8.0,34200.00
Stewart-Cruz,1,15.0,48227.00
Clark-Holloway,1,10.0,44817.00
Stewart-Joyce,1,14.0,23895.00
"Dudley, and Guerra Becker",1,4.0,18253.00
"Bishop Ltd",1,22.0,12908.00
"Carroll, Robles and Johnston",1,13.0,20606.00
"PLC Freeman",1,15.0,25698.00
"Sons and Hall",1,10.0,32209.00
Warren-Gutierrez,1,16.0,4960.00
Lawrence-Terry,1,9.0,40220.00
"Thompson Garcia Vaughn, and",1,30.0,10171.00
"Luna Gonzales Charles, and",1,5.0,5804.00
"and Singh Scott King,",1,10.0,11045.00
"and Walter, Lang Jones",1,23.0,36815.00
"and Griffin Sons",1,6.0,7338.00
"Dyer White, Roberts and",1,13.0,6982.00
"Thompson Morton and Brown,",1,11.0,10064.00
"Rodriguez Boyd and Ward,",1,24.0,42776.00
"and Anderson Mendez, Ortiz",1,8.0,11703.00
"Hansen Inc",1,26.0,30165.00
"and Sons Cunningham",1,14.0,22872.00
"Miller and Gibson, Martinez",1,8.0,24887.00
Winters-Stevens,1,29.0,49825.00
"and Meza, King Green",1,26.0,13155.00
Sweeney-Bender,1,10.0,37679.00
Williams-Mercer,1,13.0,33962.00
"Perry, Walker Rollins and",1,13.0,19122.00
Wright-Holmes,1,17.0,48522.00
Wilkinson-Flowers,1,16.0,2578.00
"Cummings Hamilton, Browning and",1,9.0,15970.00
"and Baldwin Lopez, Stewart",1,29.0,42426.00
"Mcdowell and Thomas, Costa",1,12.0,17978.00
George-Moran,1,25.0,46905.00
"Lee Vasquez, and Thompson",1,30.0,47736.00
Soto-Lozano,1,11.0,36337.00
"Roberts, Morales Butler and",1,6.0,48895.00
"Flynn and Patterson, Schroeder",1,14.0,18733.00
Leon-Cervantes,1,12.0,43372.00
"and Wilkinson Gonzales, Smith",1,24.0,31514.00
Elliott-Schwartz,1,23.0,41870.00
"Guerrero Jones, Powell and",1,26.0,9900.00
Boyer-Page,1,4.0,9604.00
"Zuniga Pham, Morse and",1,20.0,22186.00
