id,delivery_satisfaction,food_quality_satisfaction,delivery_time_satisfaction,order_accuracy,delivery_satisfaction_level,food_quality_level
2777,1,5,3,Yes,Low,High
2778,5,1,5,Yes,High,Low
2779,2,3,3,Yes,Medium,Medium
2780,3,5,5,Yes,Medium,High
2782,5,5,4,Yes,High,High
2783,3,2,3,Yes,Medium,Medium
2784,4,4,1,Yes,High,High
2785,5,3,5,Yes,High,Medium
2786,2,1,2,Yes,Medium,Low
2787,5,5,4,Yes,High,High
2788,1,2,5,Yes,Low,Medium
2789,3,4,2,Yes,Medium,High
2790,5,5,5,No,High,High
2791,3,2,3,Yes,Medium,Medium
2792,5,5,1,No,High,High
2793,2,3,5,Yes,Medium,Medium
2794,4,1,3,Yes,High,Low
2795,3,5,2,No,Medium,High
2796,1,3,2,Yes,Low,Medium
2797,5,2,4,Yes,High,Medium
2798,2,2,4,Yes,Medium,Medium
2799,4,4,3,Yes,High,High
2800,5,4,5,No,High,High
2801,2,3,3,Yes,Medium,Medium
2802,5,5,1,Yes,High,High
2803,3,3,5,Yes,Medium,Medium
2804,1,1,5,No,Low,Low
2805,5,5,2,Yes,High,High
2806,3,5,1,Yes,Medium,High
2807,2,2,5,Yes,Medium,Medium
2808,2,1,2,Yes,Medium,Low
2809,4,5,3,No,High,High
2815,4,4,4,Yes,High,High
2816,3,3,3,Yes,Medium,Medium
2817,1,1,1,Yes,Low,Low
2818,5,5,5,Yes,High,High
2819,2,2,2,Yes,Medium,Medium
2820,4,4,4,Yes,High,High
2821,5,5,5,No,High,High
2822,2,2,2,Yes,Medium,Medium
2823,5,5,5,Yes,High,High
2824,3,3,3,Yes,Medium,Medium
2825,1,1,1,Yes,Low,Low
2826,5,5,5,Yes,High,High
2827,3,3,3,Yes,Medium,Medium
2828,2,2,2,Yes,Medium,Medium
2829,2,2,2,Yes,Medium,Medium
2830,4,4,4,No,High,High
2831,4,4,4,Yes,High,High
2832,3,3,3,No,Medium,Medium
2833,5,5,5,Yes,High,High
2834,3,3,3,Yes,Medium,Medium
2835,1,1,1,No,Low,Low
2836,5,5,5,Yes,High,High
2837,5,5,5,Yes,High,High
2838,2,2,2,Yes,Medium,Medium
2839,1,1,1,Yes,Low,Low
2840,5,5,5,No,High,High
2841,2,2,2,Yes,Medium,Medium
2842,3,3,3,Yes,Medium,Medium
2843,5,5,5,Yes,High,High
2844,3,3,3,No,Medium,Medium
2845,4,4,4,Yes,High,High
2846,5,5,5,Yes,High,High
2847,2,2,2,Yes,Medium,Medium
2848,5,5,5,Yes,High,High
2849,1,1,1,No,Low,Low
2850,3,3,3,Yes,Medium,Medium
2851,5,5,5,Yes,High,High
2852,3,3,3,Yes,Medium,Medium
2853,5,5,5,Yes,High,High
2854,2,2,2,No,Medium,Medium
2855,4,4,4,Yes,High,High
2856,3,3,3,Yes,Medium,Medium
2857,1,1,1,Yes,Low,Low
2858,5,5,5,Yes,High,High
2859,2,2,2,Yes,Medium,Medium
2860,4,4,4,Yes,High,High
2861,5,5,5,No,High,High
2862,2,2,2,Yes,Medium,Medium
2863,5,5,5,Yes,High,High
2864,3,3,3,Yes,Medium,Medium
2865,1,1,1,Yes,Low,Low
2866,5,5,5,Yes,High,High
2867,3,3,3,Yes,Medium,Medium
2868,2,2,2,Yes,Medium,Medium
2869,2,2,2,Yes,Medium,Medium
2870,4,4,4,No,High,High
2871,4,4,4,Yes,High,High
2872,3,3,3,No,Medium,Medium
2873,5,5,5,Yes,High,High
2874,3,3,3,Yes,Medium,Medium
2875,4,4,4,No,High,High
2876,3,3,3,Yes,Medium,Medium
2877,1,1,1,Yes,Low,Low
2878,5,5,5,Yes,High,High
2879,2,2,2,Yes,Medium,Medium
2880,4,4,4,No,High,High
2881,5,5,5,Yes,High,High
2882,2,2,2,Yes,Medium,Medium
2883,5,5,5,Yes,High,High
2884,3,3,3,No,Medium,Medium
2885,1,1,1,Yes,Low,Low
2886,5,5,5,Yes,High,High
2887,3,3,3,Yes,Medium,Medium
2888,2,2,2,Yes,Medium,Medium
2889,2,2,2,No,Medium,Medium
2890,4,4,4,Yes,High,High
2891,4,4,4,Yes,High,High
2892,3,3,3,Yes,Medium,Medium
2893,5,5,5,Yes,High,High
2894,3,3,3,No,Medium,Medium
2895,1,1,1,Yes,Low,Low
2896,5,5,5,Yes,High,High
2897,5,5,5,Yes,High,High
2898,2,2,2,Yes,Medium,Medium
2899,1,1,1,Yes,Low,Low
2900,5,5,5,Yes,High,High
2901,2,2,2,No,Medium,Medium
2902,3,3,3,Yes,Medium,Medium
2903,5,5,5,Yes,High,High
2904,3,3,3,Yes,Medium,Medium
2905,4,4,4,Yes,High,High
2906,5,5,5,Yes,High,High
2907,2,2,2,Yes,Medium,Medium
2908,5,5,5,Yes,High,High
2909,1,1,1,Yes,Low,Low
2910,3,3,3,No,Medium,Medium
2911,5,5,5,Yes,High,High
2912,3,3,3,No,Medium,Medium
2913,5,5,5,Yes,High,High
2914,2,2,2,Yes,Medium,Medium
2915,4,4,4,No,High,High
2916,3,3,3,Yes,Medium,Medium
2917,1,1,1,Yes,Low,Low
2918,5,5,5,Yes,High,High
2919,2,2,2,Yes,Medium,Medium
2920,4,4,4,No,High,High
2921,5,5,5,Yes,High,High
2922,2,2,2,Yes,Medium,Medium
2923,5,5,5,Yes,High,High
2924,3,3,3,No,Medium,Medium
2925,1,1,1,Yes,Low,Low
2926,5,5,5,Yes,High,High
2927,3,3,3,Yes,Medium,Medium
2928,2,2,2,Yes,Medium,Medium
2929,2,2,2,No,Medium,Medium
2930,4,4,4,Yes,High,High
2931,4,4,4,Yes,High,High
2932,3,3,3,Yes,Medium,Medium
2933,5,5,5,Yes,High,High
2934,3,3,3,No,Medium,Medium
2935,1,1,1,Yes,Low,Low
2936,5,5,5,Yes,High,High
2937,5,5,5,Yes,High,High
2938,2,2,2,Yes,Medium,Medium
2939,1,1,1,Yes,Low,Low
2940,5,5,5,Yes,High,High
2941,2,2,2,No,Medium,Medium
2942,3,3,3,Yes,Medium,Medium
2943,5,5,5,Yes,High,High
2944,3,3,3,Yes,Medium,Medium
2945,4,4,4,Yes,High,High
2946,5,5,5,Yes,High,High
2947,2,2,2,Yes,Medium,Medium
2948,5,5,5,Yes,High,High
2949,1,1,1,Yes,Low,Low
2950,3,3,3,No,Medium,Medium
2951,5,5,5,Yes,High,High
2952,3,3,3,No,Medium,Medium
2953,5,5,5,Yes,High,High
2954,2,2,2,Yes,Medium,Medium
2955,4,4,4,No,High,High
2956,3,3,3,Yes,Medium,Medium
2957,1,1,1,Yes,Low,Low
2958,5,5,5,Yes,High,High
2959,2,2,2,Yes,Medium,Medium
2960,4,4,4,No,High,High
2961,5,5,5,Yes,High,High
2962,2,2,2,Yes,Medium,Medium
2963,5,5,5,Yes,High,High
2964,3,3,3,No,Medium,Medium
2965,1,1,1,Yes,Low,Low
2966,5,5,5,Yes,High,High
2967,3,3,3,Yes,Medium,Medium
2968,2,2,2,Yes,Medium,Medium
2969,2,2,2,No,Medium,Medium
2970,4,4,4,Yes,High,High
2971,4,4,4,Yes,High,High
2972,3,3,3,Yes,Medium,Medium
2973,5,5,5,Yes,High,High
2974,3,3,3,No,Medium,Medium
2975,1,1,1,Yes,Low,Low
2976,5,5,5,Yes,High,High
2977,5,5,5,Yes,High,High
2978,2,2,2,Yes,Medium,Medium
2979,1,1,1,Yes,Low,Low
2980,5,5,5,Yes,High,High
2981,2,2,2,No,Medium,Medium
2982,3,3,3,Yes,Medium,Medium
2983,5,5,5,Yes,High,High
2984,3,3,3,Yes,Medium,Medium
2985,4,4,4,Yes,High,High
2986,5,5,5,Yes,High,High
2987,2,2,2,Yes,Medium,Medium
2988,5,5,5,Yes,High,High
2989,1,1,1,Yes,Low,Low
2990,3,3,3,No,Medium,Medium
2991,5,5,5,Yes,High,High
2992,3,3,3,No,Medium,Medium
2993,5,5,5,Yes,High,High
2994,2,2,2,Yes,Medium,Medium
2995,4,4,4,No,High,High
2996,3,3,3,Yes,Medium,Medium
2997,1,1,1,Yes,Low,Low
2998,5,5,5,Yes,High,High
2999,2,2,2,Yes,Medium,Medium
3000,4,4,4,No,High,High
3001,5,5,5,Yes,High,High
3002,2,2,2,Yes,Medium,Medium
3003,5,5,5,Yes,High,High
3004,3,3,3,No,Medium,Medium
3005,1,1,1,Yes,Low,Low
3006,5,5,5,Yes,High,High
3007,3,3,3,Yes,Medium,Medium
3008,2,2,2,Yes,Medium,Medium
3009,2,2,2,No,Medium,Medium
3010,4,4,4,Yes,High,High
3011,4,4,4,Yes,High,High
3012,3,3,3,Yes,Medium,Medium
3013,5,5,5,Yes,High,High
3014,3,3,3,No,Medium,Medium
3015,1,1,1,Yes,Low,Low
3016,5,5,5,Yes,High,High
3017,5,5,5,Yes,High,High
3018,2,2,2,Yes,Medium,Medium
3019,1,1,1,Yes,Low,Low
3020,5,5,5,Yes,High,High
3021,2,2,2,No,Medium,Medium
3022,3,3,3,Yes,Medium,Medium
3023,5,5,5,Yes,High,High
3024,3,3,3,Yes,Medium,Medium
3025,4,4,4,Yes,High,High
3026,5,5,5,Yes,High,High
3027,2,2,2,Yes,Medium,Medium
3028,5,5,5,Yes,High,High
3029,1,1,1,Yes,Low,Low
3030,3,3,3,No,Medium,Medium
3031,5,5,5,Yes,High,High
3032,3,3,3,No,Medium,Medium
3033,5,5,5,Yes,High,High
3034,2,2,2,Yes,Medium,Medium
3035,4,4,4,No,High,High
3036,3,3,3,Yes,Medium,Medium
3037,1,1,1,Yes,Low,Low
3038,5,5,5,Yes,High,High
3039,2,2,2,Yes,Medium,Medium
3040,4,4,4,No,High,High
3041,5,5,5,Yes,High,High
3042,2,2,2,Yes,Medium,Medium
3043,5,5,5,Yes,High,High
3044,3,3,3,No,Medium,Medium
3045,1,1,1,Yes,Low,Low
3046,5,5,5,Yes,High,High
3047,3,3,3,Yes,Medium,Medium
3048,2,2,2,Yes,Medium,Medium
3049,2,2,2,No,Medium,Medium
3050,4,4,4,Yes,High,High
3051,4,4,4,Yes,High,High
3052,3,3,3,Yes,Medium,Medium
3053,5,5,5,Yes,High,High
3054,3,3,3,No,Medium,Medium
3055,1,1,1,Yes,Low,Low
3056,5,5,5,Yes,High,High
3057,5,5,5,Yes,High,High
3058,2,2,2,Yes,Medium,Medium
3059,1,1,1,Yes,Low,Low
3060,5,5,5,Yes,High,High
3061,2,2,2,No,Medium,Medium
3062,3,3,3,Yes,Medium,Medium
3086,5,5,5,Yes,High,High
3087,3,3,3,Yes,Medium,Medium
3088,4,2,2,Yes,High,Medium
3089,5,2,2,No,High,Medium
3090,2,4,4,Yes,Medium,High
3091,5,4,4,Yes,High,High
3092,1,3,3,Yes,Low,Medium
3093,3,5,5,Yes,Medium,High
3094,5,3,3,No,High,Medium
3095,3,1,1,Yes,Medium,Low
3096,5,5,5,Yes,High,High
3097,2,5,5,Yes,Medium,High
3098,4,2,2,Yes,High,Medium
3099,3,1,1,Yes,Medium,Low
3100,1,5,5,Yes,Low,High
3101,5,2,2,No,High,Medium
3102,2,3,3,Yes,Medium,Medium
3104,5,5,5,Yes,High,High
3105,2,3,3,No,Medium,Medium
3106,5,4,4,Yes,High,High
3107,3,5,5,no,Medium,High
3108,1,2,2,no,Low,Medium
3109,5,5,5,yes,High,High
3110,3,1,1,no,Medium,Low
3111,2,3,3,no,Medium,Medium
3112,2,5,5,no,Medium,High
3113,4,3,3,yes,High,Medium
3114,4,5,5,yes,High,High
3115,3,2,2,no,Medium,Medium
3116,5,4,4,yes,High,High
3117,3,3,3,no,Medium,Medium
3118,1,1,1,no,Low,Low
3119,5,5,5,yes,High,High
3120,5,2,2,yes,High,Medium
3121,2,4,4,no,Medium,High
3122,1,5,5,no,Low,High
3123,5,2,2,yes,High,Medium
3124,2,5,5,no,Medium,High
3125,3,3,3,no,Medium,Medium
3126,5,1,1,yes,High,Low
3127,3,5,5,no,Medium,High
3128,4,3,3,yes,High,Medium
3129,5,2,2,yes,High,Medium
3130,2,2,2,no,Medium,Medium
3131,5,4,4,yes,High,High
3132,1,4,4,no,Low,High
3133,3,3,3,no,Medium,Medium
3134,5,5,5,yes,High,High
3135,3,3,3,no,Medium,Medium
3136,5,1,1,yes,High,Low
3137,2,5,5,Yes,Medium,High
3138,4,5,5,Yes,High,High
3139,3,2,2,Yes,Medium,Medium
3140,1,1,1,Yes,Low,Low
3141,5,5,5,Yes,High,High
3142,2,2,2,Yes,Medium,Medium
3143,4,3,3,Yes,High,Medium
3144,5,5,5,No,High,High
3145,2,3,3,Yes,Medium,Medium
3146,5,4,4,No,High,High
3147,3,5,5,Yes,Medium,High
3148,1,2,2,Yes,Low,Medium
3149,5,5,5,No,High,High
3150,3,1,1,Yes,Medium,Low
3151,2,3,3,Yes,Medium,Medium
3152,2,5,5,Yes,Medium,High
3153,4,3,3,Yes,High,Medium
3154,4,5,5,No,High,High
3155,3,2,2,Yes,Medium,Medium
3156,5,4,4,Yes,High,High
3157,3,3,3,Yes,Medium,Medium
3158,1,1,1,No,Low,Low
3159,5,5,5,Yes,High,High
3160,5,2,2,Yes,High,Medium
3161,2,4,4,Yes,Medium,High
3162,1,5,5,Yes,Low,High
3163,5,2,2,No,High,Medium
3164,2,5,5,Yes,Medium,High
3165,3,3,3,Yes,Medium,Medium
3166,5,1,1,Yes,High,Low
3167,3,5,5,Yes,Medium,High
3168,4,3,3,No,High,Medium
3169,5,2,2,Yes,High,Medium
3170,2,2,2,Yes,Medium,Medium
3171,5,4,4,Yes,High,High
3172,1,4,4,Yes,Low,High
3173,3,3,3,Yes,Medium,Medium
3174,5,5,5,Yes,High,High
3175,3,3,3,No,Medium,Medium
3176,5,1,1,Yes,High,Low
3177,2,5,5,Yes,Medium,High
3178,4,5,5,Yes,High,High
3179,3,2,2,Yes,Medium,Medium
3180,1,1,1,Yes,Low,Low
3181,5,5,5,Yes,High,High
3182,2,2,2,Yes,Medium,Medium
3183,4,3,3,Yes,High,Medium
3184,5,5,5,No,High,High
3185,2,3,3,Yes,Medium,Medium
3186,5,4,4,No,High,High
3187,3,5,5,Yes,Medium,High
3188,1,2,2,Yes,Low,Medium
3189,5,5,5,No,High,High
3190,3,1,1,Yes,Medium,Low
3191,2,3,3,Yes,Medium,Medium
3192,2,5,5,Yes,Medium,High
3193,4,3,3,Yes,High,Medium
3194,4,5,5,No,High,High
3195,3,2,2,Yes,Medium,Medium
3196,5,4,4,Yes,High,High
3197,3,3,3,Yes,Medium,Medium
3198,1,1,1,No,Low,Low
3199,5,5,5,Yes,High,High
3200,5,2,2,Yes,High,Medium
3201,2,4,4,Yes,Medium,High
3202,1,5,5,Yes,Low,High
3203,5,2,2,No,High,Medium
3204,2,5,5,Yes,Medium,High
3205,3,3,3,Yes,Medium,Medium
3206,5,1,1,Yes,High,Low
3207,3,5,5,Yes,Medium,High
3208,4,3,3,No,High,Medium
3209,5,2,2,Yes,High,Medium
3210,2,2,2,Yes,Medium,Medium
3211,5,4,4,Yes,High,High
3212,1,4,4,Yes,Low,High
3213,3,3,3,Yes,Medium,Medium
3214,5,5,5,Yes,High,High
3215,3,3,3,No,Medium,Medium
3216,5,1,1,Yes,High,Low
3217,2,5,5,Yes,Medium,High
3218,4,5,5,Yes,High,High
3219,3,2,2,Yes,Medium,Medium
3220,1,1,1,Yes,Low,Low
3221,5,5,5,Yes,High,High
3222,2,2,2,Yes,Medium,Medium
3223,4,3,3,Yes,High,Medium
3224,5,5,5,No,High,High
3225,2,3,3,Yes,Medium,Medium
3226,5,4,4,No,High,High
3227,3,5,5,Yes,Medium,High
3228,1,2,2,Yes,Low,Medium
3229,5,5,5,No,High,High
3230,3,1,1,Yes,Medium,Low
3231,2,3,3,Yes,Medium,Medium
3232,2,5,5,Yes,Medium,High
3233,4,3,3,Yes,High,Medium
3234,4,5,5,No,High,High
3235,3,2,2,Yes,Medium,Medium
3236,5,4,4,Yes,High,High
3237,3,3,3,Yes,Medium,Medium
3238,1,1,1,No,Low,Low
3239,5,5,5,Yes,High,High
3240,5,2,2,Yes,High,Medium
3241,2,4,4,Yes,Medium,High
3242,1,5,5,Yes,Low,High
3243,5,2,2,No,High,Medium
3244,2,5,5,Yes,Medium,High
3245,3,3,3,Yes,Medium,Medium
3247,5,5,5,Yes,High,High
3248,3,3,3,No,Medium,Medium
3249,4,2,2,Yes,High,Medium
3250,5,2,2,Yes,High,Medium
3251,2,4,4,Yes,Medium,High
3252,5,4,4,Yes,High,High
3253,1,3,3,Yes,Low,Medium
3254,3,5,5,Yes,Medium,High
3255,5,3,3,No,High,Medium
3256,3,1,1,Yes,Medium,Low
3257,5,5,5,Yes,High,High
3258,2,5,5,Yes,Medium,High
3259,4,2,2,Yes,High,Medium
3260,3,1,1,Yes,Medium,Low
3261,1,5,5,Yes,Low,High
3262,5,2,2,Yes,High,Medium
3263,2,3,3,Yes,Medium,Medium
3278,3,5,4,No,Medium,High
3279,1,3,5,Yes,Low,Medium
3280,5,4,2,Yes,High,High
3281,5,5,5,Yes,High,High
3282,2,2,1,Yes,Medium,Medium
3283,1,5,3,No,Low,High
3284,5,1,5,Yes,High,Low
3285,2,3,3,Yes,Medium,Medium
3286,3,5,5,Yes,Medium,High
3287,5,3,2,Yes,High,Medium
3288,3,5,4,No,Medium,High
3289,4,2,3,Yes,High,Medium
3290,5,4,1,Yes,High,High
3291,2,3,5,Yes,Medium,Medium
3292,5,1,2,Yes,High,Low
3293,1,5,4,Yes,Low,High
3294,3,2,5,Yes,Medium,Medium
3295,5,4,2,No,High,High
3296,3,5,5,Yes,Medium,High
3297,5,2,3,Yes,High,Medium
3298,2,5,1,Yes,Medium,High
3299,4,3,5,Yes,High,Medium
3300,3,1,3,Yes,Medium,Low
3301,1,5,2,Yes,Low,High
3302,5,3,2,Yes,High,Medium
3303,2,2,4,Yes,Medium,Medium
3304,4,2,4,No,High,Medium
3305,5,4,3,Yes,High,High
3306,2,4,5,No,Medium,High
3307,5,3,3,Yes,High,Medium
3308,3,5,1,Yes,Medium,High
3309,1,3,5,No,Low,Medium
3310,5,1,5,Yes,High,Low
3311,3,5,2,Yes,Medium,High
3312,2,5,1,Yes,Medium,High
3313,2,2,5,Yes,Medium,Medium
3314,4,1,2,No,High,Low
3315,4,5,3,Yes,High,High
3316,3,2,5,Yes,Medium,Medium
3317,5,3,3,Yes,High,Medium
3318,3,5,4,No,Medium,High
3319,1,3,5,Yes,Low,Medium
3320,5,4,2,Yes,High,High
3321,5,5,5,Yes,High,High
3322,2,2,1,Yes,Medium,Medium
3323,1,5,3,No,Low,High
3324,5,1,5,Yes,High,Low
3325,2,3,3,Yes,Medium,Medium
3326,3,5,5,Yes,Medium,High
3327,5,3,2,Yes,High,Medium
3328,3,5,4,No,Medium,High
3329,4,2,3,Yes,High,Medium
3330,5,4,1,Yes,High,High
3331,2,3,5,Yes,Medium,Medium
3332,5,1,2,Yes,High,Low
3333,1,5,4,Yes,Low,High
3334,3,2,5,Yes,Medium,Medium
3335,5,4,2,No,High,High
3336,3,5,5,Yes,Medium,High
3337,5,2,3,Yes,High,Medium
3338,2,5,1,Yes,Medium,High
3339,4,3,5,Yes,High,Medium
3340,3,1,3,Yes,Medium,Low
3341,1,5,2,Yes,Low,High
3342,5,3,2,Yes,High,Medium
3343,2,2,4,Yes,Medium,Medium
3344,4,2,4,No,High,Medium
3345,5,4,3,Yes,High,High
3346,2,4,5,No,Medium,High
3347,5,3,3,Yes,High,Medium
3348,3,5,1,Yes,Medium,High
3349,1,3,5,No,Low,Medium
3350,5,1,5,Yes,High,Low
3351,3,5,2,Yes,Medium,High
3352,2,5,1,Yes,Medium,High
3353,2,2,5,Yes,Medium,Medium
3354,4,1,2,No,High,Low
3355,4,5,3,Yes,High,High
3356,3,2,5,Yes,Medium,Medium
3357,5,3,3,Yes,High,Medium
3358,3,5,4,No,Medium,High
3359,1,3,5,Yes,Low,Medium
3360,5,4,2,Yes,High,High
3361,5,5,5,Yes,High,High
3362,2,2,1,Yes,Medium,Medium
3363,1,5,3,No,Low,High
3364,5,1,5,Yes,High,Low
3365,2,3,3,Yes,Medium,Medium
3366,3,5,5,Yes,Medium,High
3367,5,3,2,Yes,High,Medium
3368,3,5,4,No,Medium,High
3369,4,2,3,Yes,High,Medium
3370,5,4,1,Yes,High,High
3371,2,3,5,Yes,Medium,Medium
3372,5,1,2,Yes,High,Low
3373,1,5,4,Yes,Low,High
3374,3,2,5,Yes,Medium,Medium
3375,5,4,2,No,High,High
3376,3,5,5,Yes,Medium,High
3377,5,2,3,Yes,High,Medium
3378,2,5,1,Yes,Medium,High
3379,4,3,5,Yes,High,Medium
3380,3,1,3,Yes,Medium,Low
3381,1,5,2,Yes,Low,High
3382,5,3,2,Yes,High,Medium
3383,2,2,4,Yes,Medium,Medium
3384,4,2,4,No,High,Medium
3385,5,4,3,Yes,High,High
3386,2,4,5,No,Medium,High
3387,5,3,3,Yes,High,Medium
3388,3,5,1,Yes,Medium,High
3389,1,3,5,No,Low,Medium
3390,5,1,5,Yes,High,Low
3391,3,5,2,Yes,Medium,High
3392,2,5,1,Yes,Medium,High
3393,2,2,5,Yes,Medium,Medium
3394,4,1,2,No,High,Low
3395,4,5,3,Yes,High,High
3396,3,2,5,Yes,Medium,Medium
3397,5,3,3,Yes,High,Medium
3398,3,5,4,No,Medium,High
3399,1,3,5,Yes,Low,Medium
3400,5,4,2,Yes,High,High
3401,5,5,5,Yes,High,High
3402,2,2,1,Yes,Medium,Medium
3403,1,5,3,No,Low,High
3404,5,1,5,Yes,High,Low
3405,2,3,3,Yes,Medium,Medium
3406,3,5,5,Yes,Medium,High
3408,5,5,4,No,High,High
3409,3,2,3,Yes,Medium,Medium
3410,4,4,1,Yes,High,High
3411,5,3,5,Yes,High,Medium
3412,2,1,2,Yes,Medium,Low
3413,5,5,4,Yes,High,High
3414,1,2,5,Yes,Low,Medium
3415,3,4,2,No,Medium,High
3416,5,5,5,Yes,High,High
3417,3,2,3,Yes,Medium,Medium
3418,5,5,1,Yes,High,High
3419,2,3,5,Yes,Medium,Medium
3420,4,1,3,Yes,High,Low
3421,3,5,2,Yes,Medium,High
3422,1,3,2,Yes,Low,Medium
3423,5,2,4,Yes,High,Medium
3424,2,2,4,No,Medium,Medium
3425,4,4,3,Yes,High,High
3426,5,4,5,No,High,High
3427,2,3,3,Yes,Medium,Medium
3428,5,5,1,Yes,High,High
3429,3,3,5,No,Medium,Medium
3430,1,1,5,Yes,Low,Low
3431,5,5,2,Yes,High,High
3432,3,5,1,Yes,Medium,High
3433,2,2,5,Yes,Medium,Medium
3434,2,1,2,No,Medium,Low
3435,4,5,3,Yes,High,High
3441,5,3,4,Yes,High,Medium
3442,3,4,3,Yes,Medium,High
3443,4,5,2,No,High,High
3444,5,3,4,Yes,High,Medium
3445,2,5,1,Yes,Medium,High
3446,5,2,5,Yes,High,Medium
3447,1,4,3,Yes,Low,High
3448,3,3,2,No,Medium,Medium
3449,5,1,3,Yes,High,Low
3450,3,5,3,Yes,Medium,High
3451,5,3,4,Yes,High,Medium
3452,2,2,5,Yes,Medium,Medium
3453,4,5,3,Yes,High,High
3454,3,4,2,Yes,Medium,High
3455,1,5,1,No,Low,High
3456,5,4,5,Yes,High,High
3457,2,2,4,Yes,Medium,Medium
3458,4,5,4,Yes,High,High
3459,5,1,5,Yes,High,Low
3460,2,4,4,Yes,Medium,High
3461,5,5,1,Yes,High,High
3462,3,3,3,Yes,Medium,Medium
3463,1,5,5,Yes,Low,High
3464,5,4,4,No,High,High
3465,3,3,2,Yes,Medium,Medium
3466,2,3,4,No,Medium,Medium
3467,2,2,3,Yes,Medium,Medium
3468,4,5,4,Yes,High,High
3469,4,1,2,No,High,Low
3470,3,4,5,Yes,Medium,High
3471,5,5,4,Yes,High,High
3472,3,3,4,Yes,Medium,Medium
3473,1,2,5,Yes,Low,Medium
3474,5,5,1,No,High,High
3475,5,1,2,Yes,High,Low
3476,2,3,3,Yes,Medium,Medium
3477,1,5,4,Yes,Low,High
3478,5,4,3,No,High,High
3479,2,2,4,Yes,Medium,Medium
3480,3,3,2,Yes,Medium,Medium
3481,5,5,5,Yes,High,High
3482,3,3,3,Yes,Medium,Medium
3483,4,4,4,No,High,High
3484,5,5,5,Yes,High,High
3485,2,2,2,Yes,Medium,Medium
3486,5,5,5,Yes,High,High
3487,1,1,1,Yes,Low,Low
3488,3,3,3,No,Medium,Medium
3489,5,5,5,Yes,High,High
3490,3,3,3,Yes,Medium,Medium
3491,5,5,5,Yes,High,High
3492,2,2,2,Yes,Medium,Medium
3493,4,4,4,Yes,High,High
3494,3,3,3,Yes,Medium,Medium
3495,1,1,1,No,Low,Low
3496,5,5,5,Yes,High,High
3497,2,2,2,Yes,Medium,Medium
3498,4,4,4,Yes,High,High
3499,5,5,5,Yes,High,High
3500,2,2,2,Yes,Medium,Medium
3501,5,5,5,Yes,High,High
3502,3,3,3,Yes,Medium,Medium
3503,1,1,1,Yes,Low,Low
3504,5,5,5,No,High,High
3505,3,3,3,Yes,Medium,Medium
3506,2,2,2,No,Medium,Medium
3507,2,2,2,Yes,Medium,Medium
3508,4,4,4,Yes,High,High
3509,4,4,4,No,High,High
3510,3,3,3,Yes,Medium,Medium
3511,5,5,5,Yes,High,High
3512,3,3,3,Yes,Medium,Medium
3513,1,1,1,Yes,Low,Low
3514,5,5,5,No,High,High
3515,5,5,5,Yes,High,High
3516,2,2,2,Yes,Medium,Medium
3517,1,1,1,Yes,Low,Low
3518,5,5,5,No,High,High
3519,2,2,2,Yes,Medium,Medium
3520,3,3,3,Yes,Medium,Medium
3521,5,5,5,Yes,High,High
3522,3,3,3,Yes,Medium,Medium
3523,4,4,4,No,High,High
3524,5,5,5,Yes,High,High
3525,2,2,2,Yes,Medium,Medium
3526,5,5,5,Yes,High,High
3527,1,1,1,Yes,Low,Low
3528,3,3,3,No,Medium,Medium
3529,5,5,5,Yes,High,High
3530,3,3,3,Yes,Medium,Medium
3531,5,5,5,Yes,High,High
3532,2,2,2,Yes,Medium,Medium
3533,4,4,4,Yes,High,High
3534,3,3,3,Yes,Medium,Medium
3535,1,1,1,No,Low,Low
3536,5,5,5,Yes,High,High
3537,2,2,2,no,Medium,Medium
3538,4,4,4,yes,High,High
3539,5,5,5,yes,High,High
3540,2,2,2,no,Medium,Medium
3541,5,5,5,yes,High,High
3542,3,3,3,no,Medium,Medium
3543,1,1,1,no,Low,Low
3544,5,5,5,yes,High,High
3545,3,3,3,no,Medium,Medium
3546,2,2,2,no,Medium,Medium
3547,2,2,2,no,Medium,Medium
3548,4,4,4,yes,High,High
3549,4,4,4,yes,High,High
3550,3,3,3,no,Medium,Medium
3551,5,5,5,yes,High,High
3552,3,3,3,no,Medium,Medium
3553,1,1,1,no,Low,Low
3554,5,5,5,yes,High,High
3555,5,5,5,yes,High,High
3556,2,2,2,no,Medium,Medium
3557,1,1,1,no,Low,Low
3558,5,5,5,yes,High,High
3559,2,2,2,no,Medium,Medium
3560,3,3,3,no,Medium,Medium
3561,5,5,5,yes,High,High
3562,3,3,3,no,Medium,Medium
3563,4,4,4,yes,High,High
3564,5,5,5,yes,High,High
3565,2,2,2,Yes,Medium,Medium
3566,5,5,5,Yes,High,High
3567,1,1,1,Yes,Low,Low
3568,3,3,3,Yes,Medium,Medium
3569,5,5,5,Yes,High,High
3570,3,3,3,Yes,Medium,Medium
3571,5,5,5,Yes,High,High
3572,2,2,2,No,Medium,Medium
3573,4,4,4,Yes,High,High
3574,3,3,3,No,Medium,Medium
3575,1,1,1,Yes,Low,Low
3576,5,5,5,Yes,High,High
3577,2,2,2,No,Medium,Medium
3578,4,4,4,Yes,High,High
3579,5,5,5,Yes,High,High
3580,2,2,2,Yes,Medium,Medium
3581,5,5,5,Yes,High,High
3582,3,3,3,No,Medium,Medium
